557b82c9e138239225f86468	21	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69}	{"Log","Z/E","versus","time","plot","of","the","sequence","preceding","the","eastern","Shimane",",","Japan",",","earthquake","of","May","27",",","1978",",","M","=","3.7","...","...","...","...","...","...","...","Plot","of","log0","-LRB-","Z/E","--","5","-RRB-","versus","log","°","-LRB-","-","t.fg-t","-","-RRB-","of","the","foreshocks","preceding","the","eastern","Shimane","earthquake","of","May","27",",","1978","...","...","...","...","...","...","...","."}	{"VB","NNP","CC","NN","NN","IN","DT","NN","VBG","DT","JJ","NNP",",","NNP",",","NN","IN","NNP","CD",",","CD",",","NN","JJ","CD",":",":",":",":",":",":",":","NN","IN","NN","-LRB-","NN",":","LS","-RRB-","CC","NN","NN","-LRB-",":","NN",":","-RRB-","IN","DT","NNS","VBG","DT","JJ","NNP","NN","IN","NNP","CD",",","CD",":",":",":",":",":",":",":","."}	{"O","O","O","O","O","O","O","O","O","O","O","LOCATION","O","LOCATION","O","O","O","DATE","DATE","DATE","DATE","O","O","O","NUMBER","O","O","O","O","O","O","O","O","O","O","O","O","O","NUMBER","O","O","O","O","O","O","O","O","O","O","O","O","O","O","O","LOCATION","O","O","DATE","DATE","DATE","DATE","O","O","O","O","O","O","O","O"}	{"log","Z/E","versus","time","plot","of","the","sequence","precede","the","eastern","Shimane",",","Japan",",","earthquake","of","May","27",",","1978",",","m","=","3.7","...","...","...","...","...","...","...","plot","of","log0","-lrb-","z/e","--","5","-rrb-","versus","log","°","-lrb-","-","t.fg-t","-","-rrb-","of","the","foreshock","precede","the","eastern","Shimane","earthquake","of","May","27",",","1978","...","...","...","...","...","...","...","."}	{"","xcomp","case","nmod:versus","dep","case","nmod:of","dep","acl","det","amod","dobj","","amod","","dep","case","nmod:of","nummod","","amod","","appos","acl:relcl","dep","","","","","","","","dep","acl:relcl","xcomp","","dep","","dep","","case","nmod:versus","dep","","","nmod","","","case","nmod:of","dep","dep","dobj","dep","compound","nmod","dep","dep","nummod","","amod","","","","","","","",""}	{0,1,4,2,4,7,5,7,8,12,12,9,0,12,0,14,18,16,18,0,18,0,18,23,24,0,0,0,0,0,0,0,2,33,34,0,35,0,37,0,42,35,42,0,0,43,0,0,50,43,50,51,52,56,56,52,56,57,58,0,58,0,0,0,0,0,0,0,0}
557b82c9e138239225f86468	22	{1}	{"."}	{"."}	{"O"}	{"."}	{""}	{0}
557b82c9e138239225f86468	23	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}	{"Page","10","11","17","19","20","21","22","24","25","27","ILLUSTRATIONS","Continued","11","."}	{"NNP","CD","CD","CD","CD","CD","CD","CD","CD","CD","CD","NNS","VBD","CD","."}	{"O","NUMBER","DATE","DATE","DATE","DATE","DATE","DATE","DATE","DATE","DATE","O","O","NUMBER","O"}	{"Page","10","11","17","19","20","21","22","24","25","27","illustration","continue","11","."}	{"nsubj","nummod","nummod","dep","compound","nummod","compound","dep","nummod","nummod","nummod","dep","","dobj",""}	{13,1,4,1,6,8,8,1,12,12,12,8,0,13,0}
557b82c9e138239225f86468	24	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22}	{"Data","concerning","the","Oaxaca",",","Mexico",",","earthquake","of","November","29",",","1978","...","...","...","...","...","...","...","12","."}	{"NNS","VBG","DT","NNP",",","NNP",",","NN","IN","NNP","CD",",","CD",":",":",":",":",":",":",":","CD","."}	{"O","O","O","LOCATION","O","LOCATION","O","O","O","DATE","DATE","DATE","DATE","O","O","O","O","O","O","O","NUMBER","O"}	{"datum","concern","the","Oaxaca",",","Mexico",",","earthquake","of","November","29",",","1978","...","...","...","...","...","...","...","12","."}	{"nsubj","acl","det","dobj","","amod","","dep","case","nmod:of","nummod","","nummod","","","","","","","","",""}	{21,1,4,2,0,4,0,6,10,8,10,0,10,0,0,0,0,0,0,0,0,0}
557b82c9e138239225f86468	25	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22}	{"Plot","of","E/E","versus","t","derived","from","the","records","of","the","local","net","during","November","1978","...","...","...","...","13","."}	{"NN","IN","NN","CC","NN","VBN","IN","DT","NNS","IN","DT","JJ","NN","IN","NNP","CD",":",":",":",":","CD","."}	{"O","O","O","O","O","O","O","O","O","O","O","O","O","O","DATE","DATE","O","O","O","O","NUMBER","O"}	{"plot","of","e/e","versus","t","derive","from","the","record","of","the","local","net","during","November","1978","...","...","...","...","13","."}	{"","case","nmod:of","cc","dep","acl","case","det","nmod:from","case","det","amod","nmod:of","case","nmod:during","nummod","","","","","dep",""}	{0,3,1,5,3,5,9,9,6,13,13,13,9,15,9,15,0,0,0,0,1,0}
557b82c9e138239225f86468	26	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}	{"Plot","of","log","E/E","versus","time","for","the","last","part","of","the","foreshock","sequence","of","the","Oaxaca",",","Mexico",",","earthquake","of","November","29",",","1978","...","...","...","...","."}	{"NN","IN","NN","NN","CC","NN","IN","DT","JJ","NN","IN","DT","NN","NN","IN","DT","NNP",",","NNP",",","NN","IN","NNP","CD",",","CD",":",":",":",":","."}	{"O","O","O","O","O","O","O","O","O","O","O","O","O","O","O","O","LOCATION","O","LOCATION","O","O","O","DATE","DATE","DATE","DATE","O","O","O","O","O"}	{"plot","of","log","e/e","versus","time","for","the","last","part","of","the","foreshock","sequence","of","the","Oaxaca",",","Mexico",",","earthquake","of","November","29",",","1978","...","...","...","...","."}	{"","case","compound","nmod:of","case","nmod:versus","case","det","amod","nmod:for","case","det","compound","nmod:of","case","det","nmod:of","","appos","","appos","case","nmod:of","nummod","","nummod","","","","",""}	{0,4,4,1,6,4,10,10,10,4,14,14,14,10,17,17,10,0,17,0,17,23,21,23,0,23,0,0,0,0,0}
557b82c9e138239225f86468	27	{1,2}	{"14","."}	{"CD","."}	{"NUMBER","O"}	{"14","."}	{"",""}	{0,0}
557b82c9e138239225f86468	28	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39}	{"Plot","of","log","-LRB-","t","f","-","t","-RRB-","versus","log","rate","of","E/E","for","the","foreshock","sequence","preceding","the","Oaxaca",",","Mexico",",","earthquake","of","November","29",",","1978",",","Ms","=","7.7","...","...","...","15","."}	{"NN","IN","NN","-LRB-","NN","SYM",":","NN","-RRB-","CC","NN","NN","IN","NN","IN","DT","NN","NN","VBG","DT","NNP",",","NNP",",","NN","IN","NNP","CD",",","CD",",","NN","JJ","CD",":",":",":","CD","."}	{"O","O","O","O","O","O","O","O","O","O","O","O","O","O","O","O","O","O","O","O","LOCATION","O","LOCATION","O","O","O","DATE","DATE","DATE","DATE","O","O","O","NUMBER","O","O","O","NUMBER","O"}	{"plot","of","log","-lrb-","t","f","-","t","-rrb-","versus","log","rate","of","e/e","for","the","foreshock","sequence","precede","the","Oaxaca",",","Mexico",",","earthquake","of","November","29",",","1978",",","m","=","7.7","...","...","...","15","."}	{"","case","nmod:of","","dep","dep","","dep","","case","compound","nmod:versus","case","nmod:of","case","det","compound","nmod:for","acl","det","dobj","","appos","","appos","case","nmod:of","nummod","","nummod","","appos","amod","nmod:tmod","","","","dep",""}	{0,3,1,0,3,5,0,6,0,12,12,1,14,1,18,18,18,1,18,21,19,0,21,0,23,27,25,27,0,27,0,23,32,33,0,0,0,18,0}
557b82c9e138239225f86468	29	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}	{"Synthetic","seismic","series","in","which","the","cumulated","energy","release","is","constrained","to","follow","an","INPORT","SERF","relation","...","...","...","...","...","...","."}	{"JJ","JJ","NN","IN","WDT","DT","JJ","NN","NN","VBZ","VBN","TO","VB","DT","JJ","NN","NN",":",":",":",":",":",":","."}	{"MISC","O","O","O","O","O","O","O","O","O","O","O","O","O","O","O","O","O","O","O","O","O","O","O"}	{"synthetic","seismic","series","in","which","the","cumulated","energy","release","be","constrain","to","follow","a","inport","serf","relation","...","...","...","...","...","...","."}	{"amod","amod","","mark","dobj","det","amod","compound","nsubjpass","auxpass","advcl","mark","xcomp","det","amod","dobj","dep","","","","","","",""}	{3,3,0,11,13,9,9,9,11,11,3,13,11,16,16,13,13,0,0,0,0,0,0,0}
557b82c9e138239225f86468	30	{1}	{"."}	{"."}	{"O"}	{"."}	{""}	{0}
